"match_id","date","time","map","competition","my_team","opponent_team","side","tactic_name","wins","losses","total_rounds","win_rate_pct",
"cpl_2026-02-28_1800_Mill_769625",2026-02-28,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","ɢɪɴᴋɢᴏ","Red","(E) MediPax Eco A > AP Stacking",0,1,1,0,"A"
"cpl_2026-02-28_1800_Mill_769625",2026-02-28,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","ɢɪɴᴋɢᴏ","Red","(S) A - Main Run and Flash",0,1,1,0,"A"
"cpl_2026-02-28_1800_Mill_769625",2026-02-28,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","ɢɪɴᴋɢᴏ","Red","(S) A - jpdMedi slow Lurk > B New Plant",6,1,7,86,"A"
"cpl_2026-02-28_1800_Mill_769625",2026-02-28,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","ɢɪɴᴋɢᴏ","Red","(S) A-PAX Hold > A Halls>Counter Flash",0,1,1,0,"A"
"cpl_2026-02-28_1800_Mill_769625",2026-02-28,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","ɢɪɴᴋɢᴏ","Red","(S) B - Lurk > Wait Dead > A Fixed",1,1,2,50,"A"
"cpl_2026-02-28_1800_Mill_769625",2026-02-28,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","ɢɪɴᴋɢᴏ","Red","(S) B - TEST CRAZY B x2 A",1,0,1,100,"A"
"cpl_2026-02-28_1800_Mill_769625",2026-02-28,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","ɢɪɴᴋɢᴏ","Blue","(S) A Push > Wait Main > Flash A Run P",0,1,1,0,"A"
"cpl_2026-02-28_1800_Mill_769625",2026-02-28,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","ɢɪɴᴋɢᴏ","Blue","(E) Window Wait > Hide Box AP Take LONG",0,1,1,0,"A"
"cpl_2026-02-28_1800_Mill_769625",2026-02-28,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","ɢɪɴᴋɢᴏ","Blue","(S) A-Default>Pain Wait>Hoss B Fix?",2,2,4,50,"A"
"cpl_2026-02-28_1800_Mill_769625",2026-02-28,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","ɢɪɴᴋɢᴏ","Blue","(E) A Push > Wait Main > Flash n Run",0,1,1,0,"A"
"cpl_2026-02-28_1800_Mill_769625",2026-02-28,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","ɢɪɴᴋɢᴏ","Blue","(S) Mid - B Wait Long > APs Long Yellow",0,1,1,0,"A"
"cpl_2026-02-28_1800_Mill_769625",2026-02-28,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","ɢɪɴᴋɢᴏ","Blue","(P) B Pain Wait 2nd Mid S",2,2,4,50,"A"
"cpl_2026-02-28_1800_Mill_769625",2026-02-28,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","ɢɪɴᴋɢᴏ","Blue","(S) Mid Push Fast",0,1,1,0,"A"
"cpl_2026-03-01_2000_Train_770751",2026-03-01,"20:00","Train","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","@m8s","Red","(S)A - Fast Flash (DD)",2,1,3,67,"B"
"cpl_2026-03-01_2000_Train_770751",2026-03-01,"20:00","Train","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","@m8s","Red","(S)B-Wait>Stairs Fast > Close Site",0,1,1,0,"B"
"cpl_2026-03-01_2000_Train_770751",2026-03-01,"20:00","Train","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","@m8s","Red","(E)B-FAST Stairs AP CT/Apps",0,1,1,0,"B"
"cpl_2026-03-01_2000_Train_770751",2026-03-01,"20:00","Train","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","@m8s","Red","(S)A-Ivy > CT > Con > ASite #1",2,1,3,67,"B"
"cpl_2026-03-01_2000_Train_770751",2026-03-01,"20:00","Train","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","@m8s","Red","(S)B-Stairs Fast > Con Control New",7,0,7,100,"B"
"cpl_2026-03-01_2000_Train_770751",2026-03-01,"20:00","Train","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","@m8s","Blue","(F)(P)A - AntiRush > PopDog Hold",2,1,3,67,"B"
"cpl_2026-03-01_2000_Train_770751",2026-03-01,"20:00","Train","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","@m8s","Blue","(S)B-Wait point front last train FLASH!",0,1,1,0,"B"
"cpl_2026-03-01_2000_Train_770751",2026-03-01,"20:00","Train","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","@m8s","Blue","(E)B-Push Apps > Hold PopDogg",0,1,1,0,"B"
"cpl_2026-03-01_2000_Train_770751",2026-03-01,"20:00","Train","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","@m8s","Blue","(S)A-Medi DD Wait Point #1",0,1,1,0,"B"
"cpl_2026-03-01_2000_Train_770751",2026-03-01,"20:00","Train","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","@m8s","Blue","(E)B-Dodgy Apps > Wait point flashnew",0,1,1,0,"B"
"cpl_2026-03-01_2000_Train_770751",2026-03-01,"20:00","Train","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","@m8s","Blue","(S)A/B-Ivy RUSH > Round 2 Pop #1",1,1,2,50,"B"
"cpl_2026-03-01_2000_Train_770751",2026-03-01,"20:00","Train","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","@m8s","Blue","(S)A-jdp-Con Wait Point AP NEW?",1,2,3,33,"B"
"cpl_2026-03-01_2000_Train_770751",2026-03-01,"20:00","Train","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","@m8s","Blue","(S)B-Dodgy Apps > Wait point flash",1,1,2,50,"B"
"cpl_2026-03-01_1800_Mill_770260",2026-03-01,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","вяαιηѕтσям","Red","(P) B - HERE COMES THE MEDITRAIN 4",0,1,1,0,"A"
"cpl_2026-03-01_1800_Mill_770260",2026-03-01,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","вяαιηѕтσям","Red","(E) MediPax Eco A > AP Stacking",0,1,1,0,"A"
"cpl_2026-03-01_1800_Mill_770260",2026-03-01,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","вяαιηѕтσям","Red","(S) B - TEST CRAZY B x2 A",0,1,1,0,"A"
"cpl_2026-03-01_1800_Mill_770260",2026-03-01,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","вяαιηѕтσям","Red","(S) A-PAX Hold > A Halls>Counter Flash",0,1,1,0,"A"
"cpl_2026-03-01_1800_Mill_770260",2026-03-01,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","вяαιηѕтσям","Red","(S) A - Main Run and Flash",3,1,4,75,"A"
"cpl_2026-03-01_1800_Mill_770260",2026-03-01,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","вяαιηѕтσям","Red","(S) B - Lurk > Wait Dead > A Fixed",0,1,1,0,"A"
"cpl_2026-03-01_1800_Mill_770260",2026-03-01,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","вяαιηѕтσям","Blue","(S) A Push > Wait Main > Flash A Run P",1,2,3,33,"A"
"cpl_2026-03-01_1800_Mill_770260",2026-03-01,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","вяαιηѕтσям","Blue","(E)B-Medi Window Box Hold",0,2,2,0,"A"
"cpl_2026-03-01_1800_Mill_770260",2026-03-01,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","вяαιηѕтσям","Blue","(E) A Push > Wait Main > Flash n Run",0,1,1,0,"A"
"cpl_2026-03-01_1800_Mill_770260",2026-03-01,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","вяαιηѕтσям","Blue","(S) Mid Push FastAF",1,1,2,50,"A"
"cpl_2026-03-01_1800_Mill_770260",2026-03-01,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","вяαιηѕтσям","Blue","(S) A-Default>Pain Wait>Hoss B Fix?",2,2,4,50,"A"
"cpl_2026-03-01_1800_Mill_770260",2026-03-01,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","вяαιηѕтσям","Blue","(S)B-MediPain Wait 2nd Mid",1,1,2,50,"A"
"cpl_2026-03-01_1800_Mill_770260",2026-03-01,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴʜᴏᴜꜱᴇ ᴄᴜᴘ ꜱ9","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","вяαιηѕтσям","Blue","(S) Mid - B Wait Long > APs Long Yellow",0,1,1,0,"A"
"cpl_2026-03-02_1800_Mill_771089",2026-03-02,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴᴠɪᴛᴀᴛɪᴏɴᴀʟ ꜱ⁹","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","Combinatozaurii","Red","(P) B - HERE COMES THE MEDITRAIN 4",0,1,1,0,"S"
"cpl_2026-03-02_1800_Mill_771089",2026-03-02,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴᴠɪᴛᴀᴛɪᴏɴᴀʟ ꜱ⁹","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","Combinatozaurii","Red","(E) MediPax Eco A > AP Stacking",1,1,2,50,"S"
"cpl_2026-03-02_1800_Mill_771089",2026-03-02,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴᴠɪᴛᴀᴛɪᴏɴᴀʟ ꜱ⁹","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","Combinatozaurii","Red","(S) A - Main Run and Flash",1,1,2,50,"S"
"cpl_2026-03-02_1800_Mill_771089",2026-03-02,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴᴠɪᴛᴀᴛɪᴏɴᴀʟ ꜱ⁹","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","Combinatozaurii","Red","(E) Stop the Mid Push",0,1,1,0,"S"
"cpl_2026-03-02_1800_Mill_771089",2026-03-02,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴᴠɪᴛᴀᴛɪᴏɴᴀʟ ꜱ⁹","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","Combinatozaurii","Red","(S) A-PAX Hold > A Halls>Counter Flash",0,1,1,0,"S"
"cpl_2026-03-02_1800_Mill_771089",2026-03-02,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴᴠɪᴛᴀᴛɪᴏɴᴀʟ ꜱ⁹","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","Combinatozaurii","Red","(S) B - Lurk > Wait Dead > A Fixed",1,1,2,50,"S"
"cpl_2026-03-02_1800_Mill_771089",2026-03-02,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴᴠɪᴛᴀᴛɪᴏɴᴀʟ ꜱ⁹","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","Combinatozaurii","Blue","(S) A Push > Wait Main > Flash A Run P",0,2,2,0,"S"
"cpl_2026-03-02_1800_Mill_771089",2026-03-02,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴᴠɪᴛᴀᴛɪᴏɴᴀʟ ꜱ⁹","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","Combinatozaurii","Blue","(E)B-Medi Window Box Hold",1,0,1,100,"S"
"cpl_2026-03-02_1800_Mill_771089",2026-03-02,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴᴠɪᴛᴀᴛɪᴏɴᴀʟ ꜱ⁹","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","Combinatozaurii","Blue","(S) A-Default>Pain Wait>Hoss B Fix?",4,2,6,67,"S"
"cpl_2026-03-02_1800_Mill_771089",2026-03-02,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴᴠɪᴛᴀᴛɪᴏɴᴀʟ ꜱ⁹","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","Combinatozaurii","Blue","(S) Mid - B Wait Long > APs Long Yellow",0,2,2,0,"S"
"cpl_2026-03-02_1800_Mill_771089",2026-03-02,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴᴠɪᴛᴀᴛɪᴏɴᴀʟ ꜱ⁹","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","Combinatozaurii","Blue","(S) Mid Push FastAF",0,2,2,0,"S"
"cpl_2026-03-02_1800_Mill_771089",2026-03-02,"18:00","Mill","ᴍᴀᴅᴍᴇɴ ɪɴᴠɪᴛᴀᴛɪᴏɴᴀʟ ꜱ⁹","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","Combinatozaurii","Blue","(S)B-MediPain Wait 2nd Mid",0,2,2,0,"S"
"cpl_2026-03-02_1600_Train_770879",2026-03-02,"16:00","Train","ᴍᴀᴅᴍᴇɴ ɪɴᴠɪᴛᴀᴛɪᴏɴᴀʟ ꜱ⁹","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","CS 4 EVER","Red","(S)A - Fast Flash (DD)",0,1,1,0,"A"
"cpl_2026-03-02_1600_Train_770879",2026-03-02,"16:00","Train","ᴍᴀᴅᴍᴇɴ ɪɴᴠɪᴛᴀᴛɪᴏɴᴀʟ ꜱ⁹","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","CS 4 EVER","Red","(E)B-FAST Stairs AP CT/Apps",1,0,1,100,"A"
"cpl_2026-03-02_1600_Train_770879",2026-03-02,"16:00","Train","ᴍᴀᴅᴍᴇɴ ɪɴᴠɪᴛᴀᴛɪᴏɴᴀʟ ꜱ⁹","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","CS 4 EVER","Red","(S)A-Ivy > CT > Con > ASite #1",8,1,9,89,"A"
"cpl_2026-03-02_1600_Train_770879",2026-03-02,"16:00","Train","ᴍᴀᴅᴍᴇɴ ɪɴᴠɪᴛᴀᴛɪᴏɴᴀʟ ꜱ⁹","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","CS 4 EVER","Red","(S)B-Wait>Stairs Fast > Close Site",0,1,1,0,"A"
"cpl_2026-03-02_1600_Train_770879",2026-03-02,"16:00","Train","ᴍᴀᴅᴍᴇɴ ɪɴᴠɪᴛᴀᴛɪᴏɴᴀʟ ꜱ⁹","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","CS 4 EVER","Red","(S)A/B-Lurker A > Ex B",1,0,1,100,"A"
"cpl_2026-03-02_1600_Train_770879",2026-03-02,"16:00","Train","ᴍᴀᴅᴍᴇɴ ɪɴᴠɪᴛᴀᴛɪᴏɴᴀʟ ꜱ⁹","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","CS 4 EVER","Blue","(F)(P)A - AntiRush > PopDog Hold",5,1,6,83,"A"
"cpl_2026-03-02_1600_Train_770879",2026-03-02,"16:00","Train","ᴍᴀᴅᴍᴇɴ ɪɴᴠɪᴛᴀᴛɪᴏɴᴀʟ ꜱ⁹","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","CS 4 EVER","Blue","(S)A-jdp-Con Wait Point AP NEW?",0,1,1,0,"A"
"cpl_2026-03-02_1600_Train_770879",2026-03-02,"16:00","Train","ᴍᴀᴅᴍᴇɴ ɪɴᴠɪᴛᴀᴛɪᴏɴᴀʟ ꜱ⁹","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","CS 4 EVER","Blue","(S)A/B-Ivy RUSH > Round 2 Pop #1",0,1,1,0,"A"
"cpl_2026-03-02_1600_Train_770879",2026-03-02,"16:00","Train","ᴍᴀᴅᴍᴇɴ ɪɴᴠɪᴛᴀᴛɪᴏɴᴀʟ ꜱ⁹","ᴍᴇᴅɪꜱᴘᴏʀᴛꜱ ⓜ","CS 4 EVER","Blue","(E)B-Push Apps > Hold PopDogg",0,1,1,0,"A"
